"","V1","V2"
"5271","cleveland","indians"
"5272","cleveland","ohio"
"5273","cleveland","browns"
"5274","click","link"
"5275","click","follow"
"5276","click","like"
"5278","client","today"
"5279","cliff","lee"
"5280","climate","change"
"5281","climb","tree"
"5282","clint","eastwood"
"5283","clippers","game"
"5284","clippers","grizzlies"
"5285","clippers","win"
"5286","close","eyes"
"5287","close","i"
"5288","close","enough"
"5303","closed","today"
"5304","closed","tomorrow"
"5305","closed","monday"
"5311","closer","i"
"5312","closer","closer"
"5313","closest","friends"
"5314","closing","time"
"5315","clothes","i"
"5316","clothing","line"
"5317","cloud","computing"
"5318","cloudy","day"
"5319","club","drama"
"5320","club","tonight"
"5321","club","i"
"5324","clue","i"
"5325","cm","punk"
"5326","cmon","man"
"5327","cmon","now"
"5328","cnt","wait"
"5329","coach","year"
"5330","coach","i"
"5331","coach","k"
"5332","coaching","staff"
"5333","coast","coast"
"5334","coca","cola"
"5335","cocktail","party"
"5336","coco","lounge"
"5337","coco","chanel"
"5338","coconut","water"
"5339","coconut","milk"
"5340","code","i"
"5341","cody","simpson"
"5342","cody","i"
"5343","coffee","shop"
"5344","coffee","i"
"5345","coffee","house"
"5362","coincidence","i"
"5363","coke","zero"
"5364","cold","weather"
"5365","cold","outside"
"5366","cold","beer"
"5380","cole","hamels"
"5381","collective","bargaining"
"5382","college","football"
"5383","college","basketball"
"5384","college","students"
"5400","color","i"
"5401","color","purple"
"5402","color","scheme"
"5403","colorado","springs"
"5404","colors","i"
"5405","colt","mccoy"
"5406","columbus","ohio"
"5407","columbus","oh"
"5408","columbus","day"
"5409","come","back"
"5410","come","see"
"5411","come","true"
"5567","comedy","show"
"5568","comedy","central"
"5569","comedy","club"
"5570","comes","back"
"5571","comes","home"
"5572","comes","i"
"5589","comfort","zone"
"5590","comfort","food"
"5591","comic","book"
"5592","comic","strip"
"5593","comic","con"
"5596","comin","back"
"5597","comin","soon"
"5598","coming","soon"
"5599","coming","back"
"5600","coming","home"
"5663","comment","i"
"5664","comment","android"
"5665","comments","i"
"5666","commercial","i"
"5667","commercial","today"
"5668","commercial","audition"
"5671","commission","meeting"
"5672","commit","suicide"
"5673","committed","suicide"
"5674","committee","meeting"
"5675","common","sense"
"5676","common","core"
"5677","community","college"
"5678","community","service"
"5679","community","center"
"5683","company","i"
"5684","company","can"
"5685","company","will"
"5687","compared","lies"
"5688","complain","i"
"5689","complete","without"
"5690","complete","opposite"
"5691","complete","i"
"5692","completed","food"
"5693","completely","agree"
"5694","completely","different"
"5695","completely","forgot"
"5698","computer","screen"
"5699","computer","i"
"5700","computer","lab"
"5703","concert","tonight"
"5704","concert","i"
"5705","concert","last"
"5713","condolences","family"
"5714","coney","island"
"5715","conference","call"
"5716","conference","finals"
"5717","conference","today"
"5722","confession","i"
"5723","confessionnight","i"
"5724","confused","i"
"5725","congrats","new"
"5726","congrats","rt"
"5727","congrats","winning"
"5763","congratulations","new"
"5764","congratulations","i"
"5765","congratulations","rt"
"5769","connect","w"
"5770","connect","people"
"5771","conrad","murray"
"5772","consider","done"
"5773","considering","i"
"5774","contact","us"
"5775","contact","info"
"5776","contact","details"
"5781","contemporary","art"
"5782","content","marketing"
"5783","content","strategy"
"5784","contest","friday"
"5785","contest","i"
"5786","contest","ends"
"5787","continued","support"
"5788","continued","next"
"5789","continued","success"
"5790","continues","today"
"5791","contract","extension"
"5792","convention","center"
"5793","conversation","going"
"5794","conversation","i"
"5795","conversation","w"
"5797","convinced","i"
"5798","convo","w"
"5799","cook","dinner"
"5800","cook","i"
"5801","cookie","dough"
"5802","cookie","monster"
"5803","cookies","i"
"5804","cookies","cream"
"5805","cooking","dinner"
"5806","cooking","class"
"5807","cooking","channel"
"5809","cool","i"
"5810","cool","thanks"
"5811","cool","stuff"
"5874","coolest","thing"
"5875","coors","light"
"5876","copy","paste"
"5877","copy","book"
"5878","copy","the"
"5880","corey","hart"
"5881","corn","bread"
"5882","corned","beef"
"5883","corner","i"
"5884","corner","th"
"5885","corporate","america"
"5886","correct","answer"
"5887","correct","i"
"5888","correspondents","dinner"
"5889","cory","booker"
"5890","cos","i"
"5891","cosign","rt"
"5892","cost","much"
"5893","cost","us"
"5894","cost","per"
"5895","costa","rica"
"5896","costume","contest"
"5897","cottage","cheese"
"5898","cotton","candy"
"5899","couch","watching"
"5900","cough","cough"
"5901","cough","drops"
"5902","could","i"
"5903","could","use"
"5904","could","please"
"5909","couldnt","agree"
"5910","couldnt","get"
"5911","couldnt","find"
"5917","council","meeting"
"5918","council","members"
"5919","count","blessings"
"5920","count","i"
"5921","countdown","begin"
"5922","countdown","days"
"5923","countdown","begins"
"5924","counting","days"
"5925","counting","hours"
"5926","country","music"
"5927","country","club"
"5928","country","i"
"5931","county","fair"
"5932","couple","days"
"5933","couple","weeks"
"5934","couple","hours"
"5943","coupon","code"
"5944","course","i"
"5945","course","im"
"5946","course","can"
"5956","cousin","i"
"5957","cousin","just"
"5958","cousins","house"
"5959","cover","band"
"5960","cover","letter"
"5961","cover","photo"
"5967","cowboy","boots"
"5968","coworker","just"
"5969","crab","cakes"
"5970","crab","legs"
"5971","cracker","barrel"
"5972","craft","beer"
"5973","craft","beers"
"5974","craft","show"
"5975","crap","i"
"5976","crap","im"
"5977","crash","course"
"5978","crash","i"
"5979","crawl","back"
"5980","cray","cray"
"5981","craziest","thing"
"5982","crazy","i"
"5983","crazy","day"
"5984","crazy","ass"
"6020","cream","cheese"
"6021","cream","truck"
"6022","cream","cake"
"6026","create","new"
"6027","create","jobs"
"6028","create","something"
"6029","created","new"
"6030","creating","new"
"6031","creating","jobs"
"6032","creation","twitter"
"6033","creative","writing"
"6034","creative","juices"
"6035","creative","ideas"
"6037","credit","card"
"6038","credit","cards"
"6039","credit","union"
"6042","crew","i"
"6043","crew","love"
"6044","cried","when"
"6045","cried","i"
"6046","cried","like"
"6047","crime","scene"
"6048","criminal","minds"
"6049","criminal","justice"
"6050","critical","thinking"
"6051","crock","pot"
"6052","cross","country"
"6053","cross","auto"
"6054","cross","fingers"
"6060","crossed","mind"
"6061","crossed","i"
"6062","crossing","fingers"
"6063","crossing","street"
"6064","crowd","tonight"
"6065","cruise","ship"
"6066","crunch","time"
"6067","cry","i"
"6068","cry","every"
"6069","cry","baby"
"6073","crying","i"
"6074","crying","right"
"6075","crying","loud"
"6077","crystal","clear"
"6078","cs","lewis"
"6079","csi","miami"
"6080","ct","show"
"6081","cubs","game"
"6082","cubs","fan"
"6083","cuddle","buddy"
"6084","cultural","center"
"6085","cultural","heritage"
"6086","cup","coffee"
"6087","cup","tea"
"6088","cup","finals"
"6093","cups","coffee"
"6094","curious","see"
"6095","curious","know"
"6096","curious","hear"
"6097","curly","hair"
"6098","current","events"
"6099","currently","working"
"6100","currently","listening"
"6101","currently","looking"
"6104","cus","i"
"6105","cus","im"
"6106","customer","service"
"6107","customer","area"
"6108","customer","support"
"6111","customers","want"
"6112","cut","hair"
"6113","cut","i"
"6114","cut","back"
"6116","cute","i"
"6117","cute","little"
"6118","cute","lol"
"6134","cutest","thing"
"6135","cutest","guy"
"6136","cutest","little"
"6137","cutie","pie"
"6138","cutting","edge"
"6139","cutting","hair"
"6140","cutting","grass"
"6141","cuz","i"
"6142","cuz","im"
"6143","cuz","u"
"6150","cy","young"
"6151","cyber","monday"
"6152","d","i"
"6153","d","d"
"6154","d","im"
"6193","da","best"
"6194","da","man"
"6195","da","fuck"
"6209","dad","i"
"6210","dad","just"
"6211","dad","said"
"6218","daddy","i"
"6219","daft","punk"
"6220","daily","basis"
"6221","daily","news"
"6222","daily","dose"
"6228","dairy","queen"
"6229","dalai","lama"
"6230","dale","carnegie"
"6231","dallas","tx"
"6232","dallas","cowboys"
"6233","dallas","texas"
"6236","dam","i"
"6237","dammit","i"
"6238","damn","i"
"6239","damn","good"
"6240","damn","right"
"6282","dance","party"
"6283","dance","floor"
"6284","dance","like"
"6299","dancing","stars"
"6300","dancing","with"
"6301","dancing","around"
"6302","dane","county"
"6303","dang","i"
"6304","dang","im"
"6305","dare","i"
"6306","dare","say"
"6307","dark","shadows"
"6308","dark","chocolate"
"6309","dark","side"
"6314","darn","good"
"6315","darn","i"
"6316","darth","vader"
"6317","dat","shit"
"6318","dat","ass"
"6319","dat","i"
"6323","data","center"
"6324","data","plan"
"6325","data","management"
"6326","date","night"
"6327","date","i"
"6328","date","soon"
"6334","dating","someone"
"6335","daughter","i"
"6336","daughter","just"
"6337","dave","matthews"
"6338","dave","grohl"
"6339","david","thoreau"
"6340","david","stern"
"6341","david","beckham"
"6345","davy","jones"
"6346","day","i"
"6347","day","today"
"6348","day","im"
"6707","daylight","savings"
"6708","days","i"
"6709","days","till"
"6710","days","left"
"6771","dc","area"
"6772","dc","i"
"6773","dc","today"
"6778","de","mayo"
"6779","de","la"
"6780","de","los"
"6781","dead","i"
"6782","dead","serious"
"6783","dead","people"
"6792","deal","i"
"6793","deal","w"
"6794","deal","shown"
"6799","dealing","w"
"6800","dear","god"
"6801","dear","friend"
"6802","dear","i"
"6810","death","penalty"
"6811","death","i"
"6812","death","cab"
"6813","debating","whether"
"6814","debit","card"
"6815","debt","ceiling"
"6816","debt","crisis"
"6817","debut","album"
"6818","dec","th"
"6819","december","th"
"6820","december","st"
"6821","decide","i"
"6822","decide","whether"
"6823","decide","want"
"6825","decided","i"
"6826","decided","go"
"6827","decided","im"
"6831","decision","making"
"6832","decision","i"
"6833","decision","make"
"6835","decisions","decisions"
"6836","decisions","made"
"6837","decisions","make"
"6838","deep","breath"
"6839","deep","inside"
"6840","deep","fried"
"6844","deepak","chopra"
"6845","def","need"
"6846","def","check"
"6847","def","want"
"6851","definitely","going"
"6852","definitely","need"
"6853","definitely","one"
"6882","degree","weather"
"6883","degree","day"
"6884","degree","murder"
"6885","degrees","today"
"6886","degrees","outside"
"6887","degrees","sunny"
"6888","deja","vu"
"6889","del","mar"
"6890","del","rey"
"6891","delayed","response"
"6892","delete","twitter"
"6893","delete","account"
"6894","delicious","food"
"6895","delicious","i"
"6896","delivery","service"
"6897","demi","lovato"
"6898","demo","day"
"6899","denis","waitley"
"6900","denver","broncos"
"6901","denver","co"
"6902","denver","colorado"
"6903","depends","upon"
"6904","depressed","i"
"6905","derby","day"
"6906","derby","party"
"6907","derek","fisher"
"6908","derek","jeter"
"6909","derrick","rose"
"6910","des","moines"
"6911","describe","much"
"6912","deserve","best"
"6913","deserve","better"
"6914","deserve","win"
"6917","deserved","win"
"6918","design","tip"
"6919","design","work"
"6920","design","new"
"6921","designated","driver"
"6922","desk","i"
"6923","desperate","housewives"
"6924","desperate","need"
"6925","desperately","need"
"6926","despite","fact"
"6927","details","coming"
"6928","details","soon"
"6929","details","come"
"6932","detroit","tigers"
"6933","detroit","lions"
"6934","devil","inside"
"6935","diablo","i"
"6936","diary","calorie"
"6937","dick","clark"
"6938","dick","cheney"
"6939","did","know"
"6940","did","i"
"6941","did","get"
"6971","didnt","know"
"6972","didnt","get"
"6973","didnt","even"
"6993","die","i"
"6994","die","hard"
"6995","die","young"
"7000","died","i"
"7001","died","today"
"7002","died","laughing"
"7004","diego","california"
"7005","diego","county"
"7006","diego","ca"
"7008","diet","coke"
"7009","diet","exercise"
"7010","diet","i"
"7011","difference","i"
"7012","different","things"
"7013","different","ways"
"7014","different","people"
"7030","difficult","time"
"7031","difficult","i"
"7032","digging","new"
"7033","digital","humanities"
"7034","digital","media"
"7035","digital","age"
"7042","dim","sum"
"7043","ding","ding"
"7044","dining","room"
"7045","dinner","tonight"
"7046","dinner","last"
"7047","dinner","w"
"7065","direct","message"
"7066","direct","messages"
"7067","direct","tv"
"7069","direction","i"
"7070","dirty","dancing"
"7071","dirty","looks"
"7072","dis","bitch"
"7073","dis","shit"
"7074","disagree","i"
"7075","disappointed","i"
"7076","discount","code"
"7077","discover","new"
"7078","discovered","i"
"7079","discovery","channel"
"7080","disney","world"
"7081","disney","channel"
"7082","disney","movies"
"7084","ditto","rt"
"7085","diversity","platinum"
"7086","dm","us"
"7087","dm","email"
"7088","dm","u"
"7105","dnt","know"
"7106","dnt","want"
"7107","dnt","wanna"
"7113","do","know"
"7114","do","i"
"7115","do","think"
"7169","doc","rivers"
"7170","doctor","who"
"7171","doctor","i"
"7172","doctor","said"
"7173","doctors","office"
"7174","doctors","appointment"
"7175","dodger","stadium"
